"Text"   ,"FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre"
gFR68.txt,0.17         ,2.22           ,0.91           ,1.39           ,1.69        ,0.87       ,1.39       ,1.48           ,0.43             ,0            ,3.13       ,3.91            ,3            ,0.7            ,0.39    ,2.52        ,0.87          ,0.91            ,25.98          ,7      ,754      ,2       ,207
gFR69.txt,1.22         ,2.05           ,0.44           ,1.48           ,0.78        ,0.7        ,2.53       ,1.44           ,0.04             ,1.18         ,1.87       ,3.7             ,6.27         ,1.66           ,0.26    ,3.27        ,1.48          ,1.18            ,31.55          ,7      ,755      ,2       ,207
gFR7.txt ,0.88         ,2.48           ,1.47           ,0.72           ,0.72        ,0.63       ,2.78       ,2.61           ,0.04             ,0.51         ,2.82       ,3.49            ,5.35         ,0.8            ,0.46    ,2.02        ,1.3           ,0.63            ,29.71          ,7      ,756      ,2       ,207
gFR70.txt,0.09         ,2.66           ,1.33           ,1.07           ,0.51        ,0.86       ,2.53       ,2.27           ,0.04             ,0.04         ,2.01       ,4.8             ,4.63         ,0.86           ,0.13    ,1.76        ,1.63          ,1.03            ,28.25          ,7      ,757      ,2       ,207
gFR71.txt,0.9          ,4.53           ,1.2            ,1.92           ,0.98        ,0.43       ,4.02       ,1.92           ,0.26             ,0.81         ,2.69       ,4.23            ,3.68         ,0.94           ,0.26    ,1.03        ,1.07          ,0.81            ,31.68          ,7      ,758      ,2       ,207
gFR72.txt,0.04         ,1.87           ,0.89           ,1.55           ,1.42        ,1.42       ,2.13       ,3.11           ,0.09             ,0.31         ,2.89       ,4.26            ,3.02         ,0.58           ,0.36    ,3.69        ,1.33          ,1.07            ,30.03          ,7      ,759      ,2       ,207
gFR73.txt,0.92         ,3.61           ,0.42           ,1.68           ,0.71        ,0.38       ,3.28       ,1.64           ,0.25             ,0.5          ,2.82       ,4.67            ,4.37         ,1.64           ,0.59    ,2.02        ,0.88          ,0.55            ,30.93          ,7      ,760      ,2       ,207
gFR74.txt,1.86         ,2.88           ,0.75           ,1.33           ,0.84        ,1.11       ,1.95       ,1.95           ,0.13             ,0.75         ,1.73       ,4.08            ,8.74         ,1.86           ,0.53    ,3.55        ,1.37          ,1.24            ,36.65          ,7      ,761      ,2       ,207
gFR75.txt,0.92         ,2.42           ,1.51           ,1.8            ,1           ,0.25       ,2.3        ,3.51           ,0.38             ,2.13         ,2.59       ,5.94            ,6.56         ,1.05           ,0.59    ,1.17        ,0.63          ,0.75            ,35.5           ,7      ,762      ,2       ,207
gFR8.txt ,0.09         ,2.35           ,0.93           ,1.38           ,1.16        ,0.49       ,3.24       ,2.8            ,0.13             ,0.31         ,2.75       ,5.78            ,6.71         ,0.53           ,0.09    ,2.09        ,1.91          ,0.89            ,33.63          ,7      ,763      ,2       ,207
gFR9.txt ,0.09         ,2.31           ,0.22           ,4.4            ,0.74        ,0.22       ,1.44       ,4.75           ,0.22             ,0.3          ,2.66       ,3.79            ,2.7          ,0.65           ,0.48    ,1.87        ,1.7           ,0.3             ,28.84          ,7      ,764      ,2       ,207
hFR1.txt ,0            ,1.04           ,0.68           ,0.56           ,0.8         ,0          ,2.76       ,1.76           ,0.4              ,0            ,2.48       ,3.37            ,3.37         ,0.44           ,0       ,1.72        ,0.84          ,0.4             ,20.62          ,8      ,765      ,2       ,208
hFR10.txt,0            ,1.34           ,0.48           ,2.68           ,1.21        ,0.35       ,1.69       ,4.98           ,1.04             ,0.26         ,2.42       ,1.99            ,5.19         ,0.26           ,0.26    ,1.56        ,2.86          ,0.39            ,28.96          ,8      ,766      ,2       ,208
hFR11.txt,0            ,0.98           ,0.47           ,0.89           ,0.47        ,0.6        ,3.02       ,3.62           ,0.04             ,0.09         ,2.43       ,2.09            ,1.66         ,0.38           ,0.09    ,1.79        ,1.66          ,0.34            ,20.62          ,8      ,767      ,2       ,208
hFR12.txt,0.08         ,0.61           ,0.16           ,0.49           ,0.98        ,0          ,0.82       ,5.55           ,0.12             ,0.08         ,2.41       ,1.47            ,4.24         ,0.53           ,0       ,1.18        ,0.9           ,0.53            ,20.15          ,8      ,768      ,2       ,208
hFR13.txt,0.33         ,1.92           ,0.61           ,0.61           ,1.96        ,0.37       ,1.56       ,1.68           ,0.41             ,0.25         ,3.6        ,2.78            ,5.24         ,0.61           ,0.08    ,0.53        ,0.98          ,0.53            ,24.05          ,8      ,769      ,2       ,208
hFR14.txt,0.04         ,1.75           ,0.44           ,3.72           ,0.7         ,0.92       ,2.23       ,3.06           ,0.13             ,0.22         ,3.19       ,2.41            ,3.5          ,1.27           ,0.13    ,1.05        ,2.14          ,0.26            ,27.16          ,8      ,770      ,2       ,208
hFR15.txt,0            ,0.85           ,0              ,0.68           ,3.09        ,0.3        ,0.38       ,1.95           ,0.25             ,0.08         ,2.54       ,2.03            ,2.16         ,0.55           ,0.04    ,2.2         ,3.52          ,0.81            ,21.43          ,8      ,771      ,2       ,208
hFR16.txt,0            ,2.12           ,1.26           ,1.38           ,0.77        ,0.41       ,2.69       ,3.7            ,0.28             ,0            ,2.2        ,3.58            ,1.75         ,0.57           ,0.08    ,1.3         ,0.37          ,0.49            ,22.95          ,8      ,772      ,2       ,208
hFR17.txt,0.13         ,2.15           ,2.06           ,2.19           ,1.76        ,0.64       ,2.75       ,3.91           ,0.17             ,0.09         ,2.62       ,3.86            ,1.42         ,0.77           ,0.09    ,1.46        ,0.39          ,0.34            ,26.8           ,8      ,773      ,2       ,208
hFR18.txt,0.13         ,1.71           ,0.87           ,0.57           ,2.45        ,0.61       ,1.62       ,4.07           ,0.22             ,0.17         ,3.45       ,2.54            ,3.15         ,0.39           ,0.09    ,1.27        ,2.54          ,0.92            ,26.77          ,8      ,774      ,2       ,208
hFR19.txt,0            ,1.07           ,0.62           ,1.64           ,1.64        ,0.62       ,1.64       ,2.98           ,0.4              ,0            ,2.58       ,2.4             ,3.6          ,0.75           ,0.22    ,0.84        ,2             ,0.22            ,23.22          ,8      ,775      ,2       ,208
hFR2.txt ,0.04         ,1.2            ,0.34           ,0.56           ,1.63        ,0.09       ,1.93       ,2.11           ,0.17             ,0.09         ,2.62       ,1.63            ,5.85         ,0.6            ,0.04    ,2.36        ,1.76          ,0.56            ,23.58          ,8      ,776      ,2       ,208
hFR20.txt,0            ,1.66           ,0.49           ,0.72           ,0.89        ,0.49       ,2.55       ,2.91           ,0.27             ,0            ,2.91       ,2.19            ,3.67         ,0.54           ,0.04    ,1.74        ,0.72          ,0.49            ,22.28          ,8      ,777      ,2       ,208
hFR21.txt,1.63         ,3              ,0.97           ,1.46           ,2.29        ,0.57       ,3          ,4.41           ,0.75             ,1.06         ,2.65       ,3.27            ,3.62         ,1.1            ,0.22    ,0.97        ,1.46          ,0.66            ,33.09          ,8      ,778      ,2       ,208
hFR22.txt,0.09         ,1.88           ,0.55           ,0.3            ,1.32        ,0          ,1.07       ,4.69           ,0.04             ,0            ,2.22       ,3.84            ,1.54         ,1.41           ,0.13    ,1.75        ,0.38          ,0.3             ,21.51          ,8      ,779      ,2       ,208
hFR23.txt,0            ,1.31           ,0.21           ,0.93           ,0.76        ,0.21       ,2.07       ,2.46           ,0.38             ,0            ,1.69       ,3.64            ,4.11         ,0.8            ,0.13    ,2.33        ,1.74          ,0.21            ,22.98          ,8      ,780      ,2       ,208
hFR24.txt,0            ,3.3            ,0.04           ,0.39           ,1.91        ,0.26       ,2.78       ,1.65           ,0.48             ,1.78         ,3.04       ,1.43            ,6.68         ,1.26           ,0.48    ,2.82        ,0.74          ,0.26            ,29.3           ,8      ,781      ,2       ,208
hFR25.txt,0.25         ,2.67           ,0.51           ,0.89           ,1.49        ,0.89       ,2.8        ,2.67           ,0.25             ,0.38         ,2.63       ,6.88            ,3.31         ,1.23           ,0.17    ,1.95        ,2.16          ,0.55            ,31.68          ,8      ,782      ,2       ,208
hFR26.txt,0            ,1.16           ,0.8            ,0.13           ,2.18        ,0.49       ,1.38       ,3.74           ,0.13             ,0            ,3.12       ,2.31            ,3.83         ,0.71           ,0.04    ,0.98        ,3.12          ,0.58            ,24.7           ,8      ,783      ,2       ,208
hFR27.txt,0            ,1.17           ,0.25           ,1.55           ,0.75        ,0.08       ,1.71       ,1.76           ,0.17             ,0.04         ,2.72       ,4.97            ,4.55         ,0.63           ,0.33    ,1.13        ,1.13          ,0.08            ,23.02          ,8      ,784      ,2       ,208
hFR28.txt,0            ,1.23           ,0.61           ,0.09           ,1.93        ,0.22       ,0.92       ,3.07           ,0.88             ,0.04         ,2.54       ,2.68            ,3.33         ,0.96           ,0.22    ,1.01        ,3.77          ,0.57            ,24.07          ,8      ,785      ,2       ,208
hFR29.txt,0.17         ,2.26           ,0.67           ,0.54           ,1.46        ,0.25       ,1.75       ,2.46           ,0.17             ,0.13         ,2.97       ,4.8             ,5.43         ,0.84           ,0.67    ,1.09        ,1.8           ,0.63            ,28.09          ,8      ,786      ,2       ,208
hFR3.txt ,1.93         ,2.72           ,0.66           ,2.59           ,1.62        ,0.4        ,2.2        ,4.48           ,0.44             ,0.75         ,2.9        ,3.65            ,4.39         ,0.92           ,0.09    ,1.23        ,1.36          ,0.4             ,32.73          ,8      ,787      ,2       ,208
hFR30.txt,0            ,2.08           ,0.44           ,0.18           ,1.82        ,0.27       ,1.64       ,3.1            ,0.93             ,0.04         ,2.44       ,2.88            ,5.14         ,0.44           ,0.13    ,1.86        ,2.22          ,0.84            ,26.45          ,8      ,788      ,2       ,208
hFR4.txt ,0            ,1.3            ,0.39           ,0.35           ,1.26        ,0.83       ,0.74       ,2.39           ,0.17             ,0            ,3.04       ,2.69            ,3.39         ,3.04           ,0.22    ,1.13        ,1.43          ,0.35            ,22.72          ,8      ,789      ,2       ,208
hFR5.txt ,0            ,2.02           ,0.22           ,0.22           ,1.84        ,0.58       ,2.38       ,3.1            ,0.27             ,0.04         ,3.32       ,1.62            ,1.98         ,0.18           ,0.4     ,2.38        ,1.62          ,0.22            ,22.39          ,8      ,790      ,2       ,208
hFR6.txt ,0            ,1.94           ,0.56           ,1.08           ,1.64        ,0.3        ,2.72       ,2.85           ,0.82             ,0            ,2.77       ,2.77            ,2.55         ,0.3            ,0.17    ,0.95        ,1.73          ,0.09            ,23.24          ,8      ,791      ,2       ,208
hFR7.txt ,0            ,1.45           ,0.62           ,0.53           ,2.11        ,0.22       ,0.79       ,2.86           ,0.22             ,0.13         ,2.46       ,1.23            ,7.22         ,1.32           ,1.06    ,1.58        ,2.55          ,0.35            ,26.7           ,8      ,792      ,2       ,208
hFR8.txt ,0.13         ,2.08           ,0.8            ,5.49           ,1.28        ,0.84       ,2.3        ,2.75           ,0.31             ,0.09         ,3.41       ,2.66            ,2.39         ,0.89           ,0.04    ,1.28        ,1.99          ,0.44            ,29.17          ,8      ,793      ,2       ,208
hFR9.txt ,1.19         ,2.65           ,0.4            ,3.44           ,1.85        ,0.53       ,3.57       ,4.32           ,0.84             ,0.49         ,2.74       ,3.35            ,3.93         ,1.46           ,0.13    ,0.84        ,1.41          ,0.71            ,33.85          ,8      ,794      ,2       ,208
jFR1.txt ,0            ,3.02           ,0.3            ,0.52           ,1.25        ,0.39       ,3.36       ,1.47           ,0.09             ,0            ,3.49       ,2.89            ,2.03         ,1.16           ,0.17    ,1.6         ,1.42          ,0.65            ,23.81          ,9      ,795      ,2       ,209
jFR10.txt,0.26         ,3.83           ,0.88           ,1.45           ,1.23        ,0.44       ,3.52       ,1.85           ,0.22             ,0.31         ,2.9        ,2.77            ,3.65         ,0.79           ,0       ,0.88        ,1.23          ,0.44            ,26.65          ,9      ,796      ,2       ,209
jFR11.txt,0.04         ,2.54           ,0.52           ,0.09           ,1.14        ,0.74       ,3.41       ,1.18           ,0.09             ,0.13         ,3.11       ,2.62            ,1.88         ,0.61           ,0.17    ,0.83        ,1.18          ,0.52            ,20.8           ,9      ,797      ,2       ,209
jFR12.txt,0            ,2.69           ,0.36           ,0.54           ,0.49        ,0.72       ,3.32       ,1.75           ,0                ,0            ,2.15       ,3.37            ,4.35         ,0.45           ,0       ,2.51        ,1.12          ,0.9             ,24.72          ,9      ,798      ,2       ,209
jFR13.txt,0            ,1.91           ,0.33           ,0.41           ,0.61        ,0.16       ,3.18       ,1.47           ,0.08             ,0.08         ,2.28       ,2.16            ,4.6          ,0.57           ,0.04    ,2.08        ,1.26          ,0.49            ,21.71          ,9      ,799      ,2       ,209
jFR14.txt,0            ,2.13           ,0.17           ,2.26           ,0.52        ,0.61       ,3.26       ,1.95           ,0.35             ,0.09         ,2.04       ,1.78            ,3.52         ,0.48           ,0.04    ,1.26        ,1.35          ,0.87            ,22.68          ,9      ,800      ,2       ,209
jFR15.txt,0.12         ,1.46           ,0.58           ,1.25           ,0.71        ,0.62       ,2.33       ,1.54           ,0.12             ,0            ,3.33       ,1.92            ,0.96         ,0.42           ,0.25    ,0.87        ,1.17          ,0.12            ,17.77          ,9      ,801      ,2       ,209
jFR16.txt,0            ,1.44           ,0.16           ,0.82           ,0.62        ,0.49       ,2.06       ,0.74           ,0.12             ,0            ,2.72       ,2.51            ,2.47         ,0.74           ,0.12    ,1.4         ,0.95          ,0.33            ,17.69          ,9      ,802      ,2       ,209
jFR17.txt,0            ,3.28           ,0.62           ,4.21           ,1.02        ,0.35       ,3.06       ,3.33           ,0.31             ,0.22         ,3.86       ,2.75            ,2.97         ,0.31           ,0.09    ,0.84        ,1.06          ,0.84            ,29.12          ,9      ,803      ,2       ,209
jFR18.txt,0.53         ,2.63           ,0.28           ,0.12           ,0.81        ,0          ,2.43       ,1.21           ,0.28             ,0.77         ,4.37       ,3.56            ,0.85         ,0.77           ,0.16    ,1.82        ,0.65          ,0.2             ,21.44          ,9      ,804      ,2       ,209
jFR19.txt,0.24         ,1.7            ,0.12           ,0.12           ,0.55        ,0.08       ,1.78       ,0.79           ,0.95             ,0.32         ,4.08       ,3.09            ,0.95         ,0.79           ,0.24    ,1.27        ,0.2           ,0.32            ,17.59          ,9      ,805      ,2       ,209
jFR2.txt ,0.04         ,1.97           ,0.55           ,0.12           ,0.55        ,0.79       ,2.12       ,1.18           ,0.16             ,0.08         ,3.23       ,2.01            ,1.65         ,0.94           ,0.55    ,1.46        ,0.75          ,0.59            ,18.74          ,9      ,806      ,2       ,209
jFR20.txt,0.5          ,1.42           ,0.19           ,0.04           ,0.77        ,0.12       ,1.3        ,1              ,0.46             ,0.08         ,3.11       ,2.15            ,0.54         ,1.15           ,0.23    ,0.81        ,0.46          ,0.5             ,14.83          ,9      ,807      ,2       ,209
jFR21.txt,0.27         ,2.42           ,0.27           ,0.23           ,0.23        ,0.12       ,3.38       ,0.61           ,0.35             ,0.08         ,3.46       ,2.34            ,1.31         ,1.35           ,0.23    ,1.11        ,0.42          ,0.38            ,18.56          ,9      ,808      ,2       ,209
jFR22.txt,0            ,1.61           ,0.63           ,0.36           ,1.56        ,0.45       ,2.46       ,3.53           ,0.09             ,0.13         ,3.57       ,2.37            ,5            ,0.67           ,0       ,1.38        ,2.01          ,0.71            ,26.53          ,9      ,809      ,2       ,209
jFR23.txt,0.31         ,2.33           ,0.9            ,0.94           ,1.71        ,0.04       ,3.99       ,3.46           ,0.49             ,0.45         ,4.26       ,3.32            ,2.11         ,0.36           ,0       ,0.67        ,1.12          ,0.76            ,27.22          ,9      ,810      ,2       ,209
jFR24.txt,0            ,2.3            ,0.47           ,1.57           ,1.87        ,0.13       ,4.38       ,2.93           ,0.13             ,0.17         ,2.13       ,2.68            ,7.32         ,0.43           ,0.04    ,0.89        ,2.13          ,0.77            ,30.34          ,9      ,811      ,2       ,209
jFR25.txt,0            ,1.92           ,0.57           ,3.11           ,1.8         ,0.7        ,1.35       ,2.82           ,0.37             ,0.25         ,2.45       ,3.68            ,3.44         ,1.31           ,0.29    ,0.82        ,1.35          ,0.53            ,26.76          ,9      ,812      ,2       ,209
jFR26.txt,0            ,2.88           ,0.21           ,1.59           ,0.29        ,0.75       ,2.3        ,1.8            ,0                ,0.04         ,2.55       ,1.76            ,4.81         ,1.05           ,0.08    ,1.67        ,1             ,0.63            ,23.41          ,9      ,813      ,2       ,209
jFR27.txt,0.38         ,3.22           ,0.67           ,0.42           ,1.13        ,0.17       ,2.47       ,2.76           ,0.17             ,0.67         ,3.85       ,3.55            ,5.27         ,0.84           ,0.29    ,1.59        ,1.8           ,0.04            ,29.29          ,9      ,814      ,2       ,209
jFR28.txt,0            ,2.39           ,0.49           ,3.04           ,0.97        ,0.16       ,3.12       ,2.03           ,0.45             ,0.57         ,2.31       ,2.27            ,1.22         ,0.12           ,0.16    ,1.05        ,2.23          ,0.24            ,22.82          ,9      ,815      ,2       ,209
jFR29.txt,0.08         ,1.84           ,0.84           ,3.35           ,1.01        ,0.21       ,4.23       ,1.89           ,0.17             ,0.25         ,3.1        ,2.93            ,5.53         ,0.38           ,0       ,1.01        ,1.26          ,0.04            ,28.12          ,9      ,816      ,2       ,209
jFR3.txt ,0            ,2.73           ,0.52           ,0.52           ,0.52        ,0.35       ,2.73       ,0.87           ,0.26             ,0            ,1.82       ,2.17            ,4.85         ,1.56           ,1.78    ,2.43        ,1.04          ,0.48            ,24.63          ,9      ,817      ,2       ,209
jFR30.txt,0.04         ,3              ,1.17           ,1.91           ,0.87        ,0.22       ,2.56       ,2.56           ,0.26             ,0.3          ,3.47       ,3.56            ,3.17         ,0.69           ,0.17    ,1.43        ,1.17          ,0.22            ,26.77          ,9      ,818      ,2       ,209
jFR31.txt,0            ,2.89           ,0.57           ,3.07           ,1.4         ,0.61       ,2.63       ,2.46           ,0.26             ,0.83         ,3.59       ,2.67            ,1.58         ,0.61           ,0.09    ,1.14        ,1.71          ,0.75            ,26.86          ,9      ,819      ,2       ,209
jFR32.txt,0            ,2.44           ,0.52           ,1.96           ,1.18        ,0.78       ,3.27       ,2.79           ,0.26             ,0.96         ,3.31       ,2.74            ,2.83         ,0.26           ,0.04    ,2.35        ,1.83          ,0.44            ,27.96          ,9      ,820      ,2       ,209
jFR33.txt,0.08         ,1.73           ,0.21           ,0.17           ,1.1         ,0.68       ,2.32       ,1.44           ,0.17             ,0.21         ,4.65       ,2.45            ,0.76         ,0.21           ,0       ,1.44        ,0.89          ,0.08            ,18.59          ,9      ,821      ,2       ,209
jFR34.txt,0            ,3.39           ,0.41           ,0.61           ,0.9         ,0.04       ,3.07       ,1.76           ,0.41             ,0.41         ,3.19       ,3.03            ,1.14         ,0.57           ,0.04    ,1.27        ,1.59          ,0.2             ,22.03          ,9      ,822      ,2       ,209
jFR35.txt,0.54         ,3.02           ,0.08           ,0.7            ,0.62        ,0.12       ,2.75       ,1.01           ,0.15             ,0.04         ,3.45       ,3.68            ,1.28         ,0.43           ,0       ,0.7         ,0.7           ,0.35            ,19.62          ,9      ,823      ,2       ,209
jFR36.txt,0            ,1.86           ,0.52           ,1.39           ,1.26        ,0.65       ,1.21       ,2.9            ,0.22             ,0.09         ,2.3        ,4.07            ,4.07         ,0.91           ,0.69    ,3.73        ,2.25          ,1               ,29.12          ,9      ,824      ,2       ,209
jFR37.txt,0.05         ,1.87           ,0.59           ,1.82           ,1.46        ,0.91       ,2.14       ,3.28           ,0.18             ,0.05         ,2.64       ,2.91            ,3.6          ,0.82           ,0.27    ,2.14        ,1.46          ,1.23            ,27.42          ,9      ,825      ,2       ,209
jFR38.txt,0            ,3.36           ,0.61           ,1.44           ,1.26        ,0.44       ,4.93       ,2.14           ,0.35             ,0.22         ,3.23       ,2.96            ,4.01         ,0.48           ,0.22    ,1.09        ,1.05          ,0.44            ,28.23          ,9      ,826      ,2       ,209
jFR39.txt,0            ,1.65           ,0.3            ,1.13           ,1.48        ,0.74       ,2.31       ,3.05           ,0.39             ,0.13         ,2.61       ,2.22            ,4.61         ,0.48           ,0.17    ,1.22        ,2.18          ,0.3             ,24.97          ,9      ,827      ,2       ,209
jFR4.txt ,0.37         ,1.38           ,0.28           ,0.45           ,0.85        ,0.24       ,1.54       ,1.38           ,0.16             ,0.12         ,4.18       ,4.34            ,0.81         ,0.73           ,0.04    ,0.77        ,0.89          ,0.2             ,18.73          ,9      ,828      ,2       ,209
jFR40.txt,0.35         ,2.8            ,1.4            ,1.18           ,1.84        ,0.22       ,3.24       ,2.63           ,0.66             ,0.35         ,2.71       ,3.9             ,3.24         ,1.01           ,0.31    ,1.18        ,1.27          ,0.61            ,28.9           ,9      ,829      ,2       ,209
jFR41.txt,0.26         ,3.55           ,0.3            ,0.69           ,2.03        ,0.78       ,3.59       ,2.21           ,0.17             ,0.04         ,3.33       ,3.42            ,2.16         ,0.43           ,0.22    ,1.38        ,0.87          ,0.48            ,25.91          ,9      ,830      ,2       ,209
jFR42.txt,0            ,3.58           ,0.35           ,1.28           ,1.5         ,0.04       ,3.58       ,5.61           ,0.44             ,0.04         ,3          ,3.66            ,1.59         ,0.35           ,0.22    ,0.71        ,0.57          ,0.22            ,26.74          ,9      ,831      ,2       ,209
jFR43.txt,0.04         ,3.36           ,0.44           ,2.84           ,1.48        ,0.35       ,3.36       ,4.54           ,0.13             ,0.26         ,3.18       ,3.66            ,3.23         ,0.39           ,0.04    ,1.27        ,1.35          ,0.44            ,30.36          ,9      ,832      ,2       ,209
jFR44.txt,0            ,1.93           ,0.34           ,1.11           ,1.16        ,0.13       ,1.97       ,5.48           ,0.21             ,0            ,2.83       ,3.34            ,1.97         ,0.17           ,0.56    ,1.67        ,1.5           ,0.73            ,25.1           ,9      ,833      ,2       ,209
jFR45.txt,0            ,2.87           ,0.75           ,3.31           ,2.47        ,0.57       ,2.96       ,4.19           ,0.26             ,0.09         ,3          ,3.75            ,3.13         ,0.71           ,0.18    ,0.71        ,1.72          ,0.57            ,31.24          ,9      ,834      ,2       ,209
jFR46.txt,0.04         ,2.24           ,0.3            ,0.47           ,0.3         ,0.89       ,4.23       ,2.16           ,0.17             ,0.17         ,1.57       ,2.71            ,0.89         ,0.51           ,0       ,0.55        ,2.62          ,0.47            ,20.29          ,9      ,835      ,2       ,209
jFR47.txt,0            ,2.27           ,0.34           ,1.54           ,0.77        ,0.47       ,3.05       ,3.9            ,0.21             ,0            ,3.17       ,3.22            ,4.63         ,1.42           ,0.43    ,1.37        ,1.72          ,0.34            ,28.85          ,9      ,836      ,2       ,209
jFR48.txt,0.37         ,1.63           ,0.49           ,0.33           ,0.73        ,0.53       ,2.93       ,2.93           ,0.24             ,0.33         ,2.4        ,2.64            ,4.56         ,1.46           ,0       ,2.44        ,1.02          ,0.37            ,25.4           ,9      ,837      ,2       ,209
jFR49.txt,0            ,2.72           ,0.7            ,1.4            ,0.97        ,0.39       ,3.03       ,3.82           ,0.13             ,0            ,3.69       ,2.76            ,6.45         ,0.75           ,0.18    ,0.79        ,1.97          ,0.18            ,29.93          ,9      ,838      ,2       ,209
jFR5.txt ,0.05         ,2.1            ,0.18           ,0              ,0.46        ,0.32       ,2.29       ,0.91           ,0                ,0            ,5.12       ,2.7             ,3.52         ,1.1            ,0.14    ,1.33        ,0.46          ,0.37            ,21.05          ,9      ,839      ,2       ,209
jFR50.txt,0            ,3.68           ,1.64           ,1.28           ,1.46        ,0.09       ,2.52       ,5.58           ,0.31             ,0.31         ,4.92       ,3.06            ,1.51         ,0.4            ,0.09    ,0.89        ,1.68          ,0.66            ,30.08          ,9      ,840      ,2       ,209
jFR51.txt,0.09         ,3.55           ,0.34           ,0.9            ,1.58        ,0.38       ,4.02       ,2.99           ,0.3              ,0.56         ,3.85       ,3.64            ,0.9          ,0.38           ,0.13    ,1.71        ,1.45          ,0.17            ,26.94          ,9      ,841      ,2       ,209
jFR52.txt,0.22         ,3.7            ,0.67           ,1.03           ,1.69        ,0.67       ,1.78       ,2.81           ,0.13             ,0.22         ,2.72       ,6.38            ,2.59         ,0.8            ,0.22    ,1.92        ,1.83          ,0.53            ,29.91          ,9      ,842      ,2       ,209
jFR53.txt,0.43         ,4.15           ,0.3            ,1.04           ,1.77        ,0.26       ,3.42       ,2.86           ,0.22             ,0.56         ,3.63       ,4.2             ,1.56         ,0.78           ,0.22    ,0.48        ,1.25          ,0.43            ,27.56          ,9      ,843      ,2       ,209
jFR54.txt,0.04         ,3.57           ,0.81           ,0.89           ,0.76        ,0.51       ,3.02       ,2.42           ,0.13             ,0.25         ,2.34       ,4.38            ,5.52         ,0.68           ,0.13    ,2.46        ,1.78          ,0.81            ,30.5           ,9      ,844      ,2       ,209
jFR55.txt,0            ,2.77           ,0.5            ,1.68           ,1.77        ,0.82       ,2.54       ,2.59           ,0                ,0.09         ,3.04       ,2.68            ,2.72         ,0.54           ,0.18    ,2.18        ,0.73          ,0.68            ,25.51          ,9      ,845      ,2       ,209
jFR56.txt,0.04         ,3.1            ,0.44           ,2.88           ,1.22        ,0.48       ,2.27       ,1.79           ,0.17             ,0.13         ,2.32       ,2.93            ,4.89         ,0.96           ,0.52    ,2.66        ,1.4           ,1.09            ,29.29          ,9      ,846      ,2       ,209
jFR57.txt,0.13         ,3.53           ,0.44           ,0.93           ,1.01        ,0.71       ,2.87       ,2.16           ,0.26             ,0.13         ,3.17       ,4.32            ,2.69         ,0.57           ,0.13    ,1.23        ,1.37          ,0.35            ,26             ,9      ,847      ,2       ,209
jFR58.txt,0.04         ,3.25           ,0.8            ,2              ,1.2         ,0.4        ,2.98       ,2.14           ,0.09             ,0.13         ,3.02       ,4.85            ,2.45         ,0.53           ,0.27    ,1.25        ,1.25          ,0.76            ,27.41          ,9      ,848      ,2       ,209
jFR59.txt,0.22         ,1.85           ,0.65           ,2.11           ,0.95        ,0.26       ,1.47       ,2.24           ,0.17             ,0.17         ,3.36       ,4.14            ,7.11         ,0.39           ,0.56    ,1.25        ,1.81          ,0.43            ,29.14          ,9      ,849      ,2       ,209
jFR6.txt ,0.29         ,1.57           ,0.44           ,1.1            ,0.88        ,0.11       ,2.05       ,1.64           ,0                ,0            ,2.7        ,2.37            ,1.68         ,0.62           ,0.22    ,1.13        ,1.31          ,0.4             ,18.51          ,9      ,850      ,2       ,209
jFR60.txt,0.67         ,3.21           ,0.98           ,0.85           ,0.98        ,0.62       ,2.36       ,1.96           ,0.18             ,0.36         ,3.3        ,4.68            ,3.93         ,0.71           ,0.18    ,2.99        ,1.69          ,0.8             ,30.45          ,9      ,851      ,2       ,209
jFR61.txt,0.56         ,5.37           ,2.99           ,2.34           ,1.04        ,0.04       ,3.9        ,4.46           ,0.48             ,0.43         ,3.33       ,4.29            ,1.73         ,1.17           ,0.09    ,0.43        ,1.47          ,0.52            ,34.64          ,9      ,852      ,2       ,209
jFR62.txt,0            ,1.03           ,0.47           ,2.93           ,0.82        ,0.34       ,2.11       ,2.85           ,0.09             ,0.3          ,2.03       ,3.97            ,6.43         ,1.51           ,0.43    ,2.2         ,1.81          ,0.95            ,30.27          ,9      ,853      ,2       ,209
jFR63.txt,0.12         ,3.57           ,0.94           ,0.53           ,1.23        ,0          ,3.61       ,4.64           ,0.57             ,0.45         ,2.87       ,3.9             ,3.9          ,0.25           ,0.12    ,0.25        ,0.78          ,0.29            ,28.02          ,9      ,854      ,2       ,209
jFR64.txt,0            ,1.42           ,0.82           ,0.91           ,0.35        ,0.09       ,2.68       ,1.34           ,0.09             ,0.09         ,3.93       ,2.46            ,1.42         ,0.69           ,1.34    ,1.21        ,0.82          ,0.65            ,20.31          ,9      ,855      ,2       ,209
jFR65.txt,0.09         ,1.45           ,0.72           ,1.49           ,1.07        ,0.3        ,3.37       ,3.16           ,0.3              ,0.6          ,2.35       ,4.48            ,6.87         ,0.81           ,0.09    ,1.71        ,1.45          ,0.51            ,30.82          ,9      ,856      ,2       ,209
